201002,200628,200628,762348,762348
201003,6311,206939,6311,768659
201004,6311,213250,6311,774970
201005,149366,362616,145677,920647
201006,20000,382616,6311,926958
201007,20000,402616,6501,933459
201008,20000,422616,6501,939960
201009,20000,442616,6501,946461
201010,25000,467616,6501,952962
201011,25000,492616,6501,959463
201012,25000,517616,6501,965964
