5072,351394,5072,351394
5072,356466,5072,356466
5072,361538,5072,361538
5072,366610,5072,366610
5225,371835,5225,371835
5225,377060,5225,377060
5225,382285,5225,382285
5225,387510,5225,387510
5225,392735,5225,392735
5225,397960,5225,397960
